ENSG00000006016.9 CRLF1 1059 133 132 48 252 121 146 234 92 32 859 1201 1475 1740 228
ENSG00000006025.10 OSBPL7 311 603 1698 307 1116 894 1514 2099 1446 435 822 745 1098 1192 1272
ENSG00000006042.10 TMEM98 1348 6226 1895 2432 3452 815 3368 2303 3774 740 543 1565 936 1678 11556
ENSG00000006047.11 YBX2 12 7 13 4 3 28 58 53 67 7 133 99 184 161 23
ENSG00000006059.3 KRT33A 0 0 0 8 0 0 4 1 1 0 1 3 2 0 0
ENSG00000006062.12 MAP3K14 777 908 1339 1387 1254 1000 1839 1431 1592 454 464 632 625 645 487
ENSG00000006071.10 ABCC8 39 266 605 58 1394 269 1704 1492 1257 9 1898 1016 2596 1827 494
ENSG00000006116.3 CACNG3 118 29 106 10 11 23 28 266 8 0 7120 3938 6816 6264 1054
ENSG00000006118.13 TMEM132A 4209 1952 5796 2232 20048 7563 39237 11091 9277 11471 16094 13856 17914 19403 7128
ENSG00000006125.15 AP2B1 9394 10202 11374 9320 34286 14572 29697 33744 14907 11440 31581 32910 37411 27697 17221
ENSG00000006128.10 TAC1 259 72 937 342 4 52 149 325 23 4 1298 1934 1799 1157 405
ENSG00000006194.9 ZNF263 1529 680 1390 796 1614 1097 1697 1716 3531 670 1532 1525 1714 1621 1289
ENSG00000006210.6 CX3CL1 3390 2224 4299 2152 3893 2218 10543 28100 2454 3895 12412 10744 13101 15153 3376
ENSG00000006282.18 SPATA20 2428 1447 1516 2738 4378 3170 6927 1327 6896 1682 3826 2247 4536 3458 1591
ENSG00000006283.16 CACNA1G 215 58 152 97 1307 2298 722 703 943 63 3103 5026 3143 2417 711
ENSG00000006327.12 TNFRSF12A 9437 1935 4834 1945 863 1109 3658 266 5962 7336 91 939 99 300 116
ENSG00000006377.10 DLX6 26 243 15 8 21 3 5 66 31 2 182 162 236 237 27
ENSG00000006432.14 MAP3K9 181 36 102 28 134 319 314 300 40 16 4753 3950 5475 3490 562
ENSG00000006451.6 RALA 4145 2081 4179 3921 5316 2390 5901 4242 3941 6646 2628 2642 3011 2810 3271
ENSG00000006453.12 BAIAP2L1 135 7 40 12 49 45 64 55 28 8 114 174 179 88 44
ENSG00000006459.9 KDM7A 1413 256 672 518 1875 896 1434 1299 923 176 961 1735 1153 872 669
ENSG00000006468.12 ETV1 2127 5138 7306 2331 12821 4126 12443 10513 5356 9118 2321 1489 2803 2162 748
ENSG00000006530.14 AGK 1335 793 2269 1333 1968 1806 3144 2553 2167 2290 2614 2090 3130 2775 1515
ENSG00000006534.14 ALDH3B1 1619 333 551 398 821 1144 584 490 852 407 255 183 245 281 430
ENSG00000006555.9 TTC22 7 1 1 0 2 2 1 4 2 1 56 17 75 74 6
ENSG00000006576.15 PHTF2 2133 1275 1437 1420 1277 985 2221 1084 1368 932 1021 1243 1064 974 1033
ENSG00000006606.7 CCL26 252 15 14 15 8 9 6 4 10 13 10 3 4 5 3
ENSG00000006607.12 FARP2 889 626 2425 567 1619 1212 2368 1398 1272 472 1218 1509 1382 1309 1643
ENSG00000006611.14 USH1C 35 577 65 27 2668 82 5 1467 186 23 353 331 329 421 1750
ENSG00000006625.16 GGCT 1724 357 1273 1316 1018 812 1744 1248 1208 2093 1318 1086 1485 1391 508
ENSG00000006634.6 DBF4 607 866 1381 726 675 302 1076 397 1232 958 163 193 187 184 94
ENSG00000006638.10 TBXA2R 315 120 282 85 192 168 283 115 329 105 48 58 55 74 83
ENSG00000006652.12 IFRD1 3771 1524 4702 3176 3433 3114 2539 3580 8884 4072 1424 1793 2046 1753 2976
ENSG00000006659.11 LGALS14 1 1 0 0 0 0 0 0 0 2 0 0 1 2 0
ENSG00000006695.9 COX10 492 458 469 287 601 448 608 317 505 512 503 563 600 524 299
ENSG00000006704.9 GTF2IRD1 1334 821 2010 705 1391 1132 3359 2101 2151 1022 972 968 1050 927 937
ENSG00000006712.13 PAF1 2717 2185 3687 1953 4759 2520 4819 4189 4747 3239 3140 3963 3857 4441 5968
ENSG00000006715.14 VPS41 3174 2336 4378 3311 6067 4869 7719 4364 3829 4107 7221 6231 8752 6382 3487
ENSG00000006740.15 ARHGAP44 170 143 148 43 127 107 133 543 117 34 5881 5506 6753 4927 1420
ENSG00000006744.17 ELAC2 2423 2516 3187 1902 4507 3011 4642 2799 4181 3157 2843 3007 3283 2923 2899
ENSG00000006747.13 SCIN 347 1466 568 3184 3237 4425 412 1140 608 623 646 257 407 444 527
ENSG00000006756.14 ARSD 1965 212 1041 1891 575 2214 2740 365 2646 1342 569 392 615 594 596
ENSG00000006757.10 PNPLA4 820 226 497 214 231 1108 1183 173 1039 1785 1157 625 869 784 429
ENSG00000006788.11 MYH13 7 1 0 0 2 0 0 0 1 1 19 17 17 9 1
ENSG00000006831.9 ADIPOR2 2862 1933 2419 4370 10883 4038 5734 13019 2420 2387 3797 4653 3516 4105 20997
ENSG00000006837.10 CDKL3 123 132 122 119 112 76 120 149 198 133 87 58 105 85 90
ENSG00000007001.11 UPP2 32 24 45 24 76 8 16 114 26 41 204 155 296 312 35
ENSG00000007038.9 PRSS21 4 2 2 10 3 11 1 2 5 3 8 2 18 8 0
ENSG00000007047.13 MARK4 1955 1257 3438 791 2165 1796 3887 3887 2461 1430 5202 4994 5515 4879 2242
ENSG00000007062.10 PROM1 163 397 622 59 948 1143 2381 927 1468 955 326 334 423 377 201
ENSG00000007080.9 CCDC124 3041 2115 4766 1920 3878 2049 3361 3343 4123 3683 3395 3210 3351 4102 3196
ENSG00000007129.16 CEACAM21 119 180 98 115 175 234 37 140 97 86 70 38 51 53 38
ENSG00000007168.11 PAFAH1B1 6041 3216 6264 4554 14937 8035 13913 8584 8449 5020 25956 28479 31503 24646 17686
ENSG00000007171.15 NOS2 85 35 156 44 84 591 322 165 176 1979 355 88 410 297 94
ENSG00000007174.16 DNAH9 211 185 545 1125 238 1167 2390 110 1000 1696 676 414 728 637 197
ENSG00000007202.13 KIAA0100 4272 1898 3225 3346 8723 9166 9334 7200 7323 3397 8798 7529 10238 7767 5886
ENSG00000007216.13 SLC13A2 2 0 0 0 0 0 0 0 1 0 2 2 3 2 1
ENSG00000007237.17 GAS7 2901 1913 3978 2486 19345 6774 4293 3635 12280 1072 45569 38694 48244 35548 40183
ENSG00000007255.9 TRAPPC6A 636 1173 1054 404 613 439 803 1017 930 1201 514 392 528 597 1036
ENSG00000007264.12 MATK 205 114 125 35 163 49 57 209 71 100 2997 2535 2955 3361 556
ENSG00000007306.13 CEACAM7 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0
ENSG00000007312.11 CD79B 37 37 35 38 17 59 20 12 36 41 12 16 22 29 9
ENSG00000007314.10 SCN4A 10 1 11 3 3 10 6 13 25 1 8 18 14 8 4
ENSG00000007341.17 ST7L 717 571 761 711 631 333 492 623 658 742 345 293 431 286 520
ENSG00000007350.15 TKTL1 47 545 31 810 613 26 116 584 42 43 17 48 13 11 14
ENSG00000007372.19 PAX6 1085 793 2205 1283 2644 1050 2862 1934 3060 4034 1268 1111 1857 1316 980
ENSG00000007376.6 RPUSD1 1000 1142 1870 412 1231 694 1338 1024 1726 1114 1186 816 1217 1406 947
ENSG00000007384.14 RHBDF1 800 505 2572 203 430 907 3275 487 2328 1100 488 918 578 591 496
ENSG00000007392.15 LUC7L 1593 3347 6051 1161 2500 1840 3784 3894 3991 654 1885 2174 2550 2960 2675
ENSG00000007402.10 CACNA2D2 93 195 184 28 345 171 541 545 450 23 1249 1237 1680 1238 399
ENSG00000007516.12 BAIAP3 258 112 3671 1235 6674 4536 3482 3397 370 1940 10069 12877 14841 14125 5314
ENSG00000007520.3 TSR3 2064 1518 2493 1158 2611 1494 2751 2894 2623 3044 1977 1933 2198 2485 2586
ENSG00000007541.13 PIGQ 1859 1370 2980 1162 3362 2305 4098 3508 4876 2770 3845 2768 3859 3728 2696
ENSG00000007545.14 CRAMP1 507 334 1652 230 1110 726 1569 1656 1014 198 1360 1357 1494 1260 973
ENSG00000007866.17 TEAD3 1619 68 866 156 176 799 1666 490 1565 528 160 287 139 159 97
ENSG00000007908.14 SELE 152 9 18 4 7 3 6 32 9 2 19 685 72 1061 12
ENSG00000007923.14 DNAJC11 1172 612 1331 527 1906 742 1736 1735 1647 711 2397 2228 2323 1979 1562
ENSG00000007933.11 FMO3 145 65 81 30 128 79 24 109 94 59 49 31 41 22 33
ENSG00000007944.13 MYLIP 690 502 250 386 1772 842 322 805 621 146 767 867 895 1243 2232
ENSG00000007952.16 NOX1 40 32 99 94 58 15 82 99 49 58 29 32 33 49 24
ENSG00000007968.6 E2F2 122 390 388 56 579 105 668 167 839 116 12 6 7 9 7
ENSG00000008018.8 PSMB1 12470 7949 8742 6370 6816 2881 3299 5988 7991 6544 2818 3613 3286 3783 4483
ENSG00000008056.11 SYN1 1461 745 1102 237 405 408 1018 3804 639 273 45315 42411 50200 43024 9947
ENSG00000008083.12 JARID2 1015 297 965 299 1678 932 1677 1715 1226 296 1667 1522 1647 1448 1714
ENSG00000008086.9 CDKL5 674 60 348 228 1510 595 653 777 447 73 11118 7078 11980 9422 3228
ENSG00000008118.8 CAMK1G 150 30 135 26 16 25 152 340 43 6 5169 3682 5010 3696 522
ENSG00000008128.21 CDK11A 323 181 553 127 320 258 379 311 662 113 133 212 178 253 316
ENSG00000008130.14 NADK 2512 1523 2680 2524 3313 3812 3303 2510 4692 2432 1826 1752 1855 1943 1695
ENSG00000008196.11 TFAP2B 6 35 3 9 10 1 1 0 75 2 1 0 0 0 0
ENSG00000008197.4 TFAP2D 0 0 0 0 0 0 0 0 1 0 2 6 7 2 1
ENSG00000008226.18 DLEC1 28 105 184 209 1202 693 182 154 325 290 133 67 134 114 46
ENSG00000008256.14 CYTH3 2261 1088 2729 1140 2652 2690 3435 2506 2041 1506 3182 3367 3839 3426 1230
ENSG00000008277.13 ADAM22 1010 1489 1772 2416 5630 2083 2811 7444 2076 2570 8658 6013 9804 6262 2879
ENSG00000008282.6 SYPL1 6351 2659 3599 10860 6290 4749 5446 2783 8042 10745 1334 1520 1496 1719 7438
ENSG00000008283.14 CYB561 1152 371 1361 1986 470 1110 960 599 1166 756 3936 2050 3786 3193 758
ENSG00000008294.19 SPAG9 4153 6931 12877 5014 17461 7368 10523 14476 11727 6504 9489 8894 11577 9026 17471
ENSG00000008300.13 CELSR3 255 524 1978 40 1195 451 1190 1706 1828 140 3668 3066 4207 3507 1251
ENSG00000008311.13 AASS 450 157 1338 312 1512 975 1422 1952 1472 557 504 432 604 458 995
ENSG00000008323.14 PLEKHG6 24 9 2 18 11 64 21 12 2 19 7 13 4 4 7
ENSG00000008324.9 SS18L2 877 1518 1008 716 896 576 760 1072 680 974 627 797 752 858 658
ENSG00000008382.14 MPND 676 617 741 283 913 590 680 828 975 809 1553 1083 1522 1386 856
ENSG00000008394.11 MGST1 14788 2762 2632 7477 3962 5202 2174 5312 6951 7747 1829 1797 1653 1765 2172
ENSG00000008405.10 CRY1 1247 1765 2795 2236 1741 1335 3369 1824 4290 2640 668 1278 868 813 1618
ENSG00000008438.4 PGLYRP1 29 15 2 1 3 5 15 1 2 1 5 10 18 15 2
ENSG00000008441.15 NFIX 5038 11500 15153 5744 42925 15565 31215 25052 29955 8669 11948 15957 14422 12473 22391
ENSG00000008513.13 ST3GAL1 2250 230 949 381 1258 1608 1345 1189 865 286 1652 2092 2093 2028 811
ENSG00000008516.15 MMP25 246 79 608 27 459 315 879 142 300 201 43 41 48 58 16
ENSG00000008517.15 IL32 1256 486 1064 1449 747 969 851 101 710 2246 102 208 105 194 55
ENSG00000008710.16 PKD1 4855 964 9692 747 3788 7598 10487 8341 14758 1129 12972 12569 17431 14634 7365
ENSG00000008735.13 MAPK8IP2 721 1206 1505 480 1850 1017 4401 3024 963 1483 20880 18970 22788 21336 6928
ENSG00000008838.16 MED24 2732 3006 4020 1457 7163 5727 8393 6809 5229 2335 5988 5024 6247 5395 4432
ENSG00000008853.15 RHOBTB2 1085 613 1297 502 2025 1161 2260 2007 1147 686 7899 5543 8400 8570 2323
ENSG00000008869.10 HEATR5B 988 469 1016 919 2503 1538 1938 1790 1240 525 3078 2585 3592 2435 2004
ENSG00000008952.15 SEC62 7452 3819 5440 8513 12073 6352 7831 12673 6241 10153 10664 10163 11799 9941 11620
ENSG00000008988.8 RPS20 50111 28869 25180 27612 20009 15967 15498 29301 20432 35757 9247 8494 9400 11251 11242
ENSG00000009307.14 CSDE1 29894 6566 13414 15445 29943 17773 13800 25475 19022 10267 21124 23621 23344 19966 19827
ENSG00000009335.16 UBE3C 5183 1781 3006 3371 3911 3317 4169 2713 2981 2092 4382 4230 4917 3637 2870
ENSG00000009413.14 REV3L 761 211 2367 455 3856 1359 2676 3017 1575 527 1893 1461 2761 1504 1152
ENSG00000009694.12 TENM1 266 183 602 106 917 1836 679 284 332 91 1549 1093 2208 1035 349
ENSG00000009709.10 PAX7 4 2 2 0 6 2 9 48 0 0 284 149 260 260 27
ENSG00000009724.15 MASP2 41 49 207 53 141 114 149 311 110 19 136 154 210 152 140
ENSG00000009765.13 IYD 1 1 2 0 1 1 0 1 3 0 2 2 0 0 0
ENSG00000009780.14 FAM76A 875 778 858 1321 908 795 660 796 901 583 793 605 914 744 936
ENSG00000009790.13 TRAF3IP3 109 122 87 174 315 256 75 226 109 90 58 52 135 85 89
ENSG00000009830.10 POMT2 780 700 3446 1006 3255 1286 3960 3364 3370 1875 1338 1433 1520 1765 3214
ENSG00000009844.14 VTA1 2467 1361 2187 1885 4163 1437 1828 2687 2838 1411 3313 3121 3529 2878 2327
ENSG00000009950.14 MLXIPL 163 252 408 697 720 305 178 980 259 91 1280 711 1596 1651 601
ENSG00000009954.9 BAZ1B 4276 1322 5366 5138 7324 5158 13257 5489 8668 4236 4763 4980 5364 4671 5570
ENSG00000010017.12 RANBP9 3966 1067 3833 2161 5290 2200 5172 3993 6804 4472 4753 4933 5126 4411 2606
ENSG00000010030.12 ETV7 97 14 24 80 87 105 82 21 188 283 46 45 53 60 10
ENSG00000010072.14 SPRTN 467 481 459 633 1070 443 757 697 549 585 385 372 393 414 635
ENSG00000010165.18 EEF1AKNMT 1603 1218 1447 1117 3185 1687 2201 2148 2256 1574 1705 1556 1940 1889 1515
ENSG00000010219.12 DYRK4 839 2366 1319 2336 1353 963 820 3462 883 1519 571 586 641 782 839
ENSG00000010244.15 ZNF207 5833 9266 6686 5353 8582 4789 9465 6420 6728 6240 4052 4400 4815 4087 3709
ENSG00000010256.9 UQCRC1 7741 12681 9118 4882 7241 5385 10912 7330 10072 21694 8486 8323 10014 10033 6904
ENSG00000010270.12 STARD3NL 4370 5042 5684 4808 4183 2102 5350 4402 4995 9537 2054 2901 2333 2217 2050
ENSG00000010278.10 CD9 7258 17799 13856 26175 17873 9829 22771 12218 10649 31321 1743 4912 2274 3877 21738
ENSG00000010282.13 HHATL 146 1445 535 31 1208 397 143 800 426 146 2816 2425 3610 3356 10361
ENSG00000010292.11 NCAPD2 2296 2710 2501 2126 4917 2667 4229 6216 3534 1430 1019 1144 1116 1140 4103
